,Text
10417,cr hiz bizim adanali ronaldoya kiz lazim adami oynatabilirdiniz ronaldo demeyip adanaldo diyebilirdiniz amac farkli algi olusturmak zaten turk telekomu bilmeyen yok kim bilir kac para bayildiniz basiniza iplikci nedim lazim
10418,vodafone konuda iyi tum turkiye fiber agi dosuyorlar nereden derseniz alt yapi isini yapan arkadasim var cunku ama telekom alt yapisida iyi cunku vodafone turkcell bile turk telekom hattini kullaniyor
10419,tesekkur ederiz abi sagolasin
10420,tam tünelden gecerken 3g cekiyordu:d türkcell'in reklamlari vodafone' harekete gecirmis olmali:)
10421,yav siz reklama nekadar para odediniz reklamdan once soz verdiginiz gibi mbps hizi verin
10422,hocam ben internet baglattim eve adamlar gelip acmadilar bile
10423,hic basak burcu hikayeye inanmaz kendinizi yoruyorsunuz
10424,rabbine sukurler olsun tabiki hepsi
10425,turk telekom bosverin siz hala donusunuz yok dun yolladim iletisim bilgilerimi
10426,dun gecedn beri turkcell mustri hzmetlerndeki kadinla ask yasiyrz sonunda oldu oh be:))
10427,ariyan soran olmadi
10428,sorgulasam olacak bizim burda cekmiyor nerden cekecek
10429,televivyonlarinizdan dolayi vestel almiyorum cunku hep arizalaniyor ilgilenmiyorsunazda
10430,istanbul gobeginde kadikoy uskudar merkezi yerlerde dahi ibaresini kac kez sans eseri gordum ibaresini zaman gorecegiz kim bilir isin garip tarafi hattimi tasimadan once internet hizim coook daha iyiydi
10431,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
10432,sayin yetkili ben mustri hizmetlerini defalarca aradm sonuc yine ayni siz arayinca farkli birseymi olacak
10433,mrb teknoloji marketlerinde sizin bazi urunleriniz sizlerin sattigi fiyattan daha ucuz oluyor onlar sizin urunler degilmi yoksa
10434,"sefil türkcell , birgün herkes yaptıklarının hesabını verecek. mezara fatura gönderen tcell"
10435,turk telekom size sorum var yanitinida burdan yaparsaniz sevinirim malum birlesme adin turkiyedeki berbat gsm firmasiyla birleserek fiber internet adin giris yaptiniz reklamlarinizi izliyoruz reklamlariniza gore kisa surede kadar isi nasil becerdiniz sizin alt yapiniz olmadigini halen gsm sirketinin baz istasyonlarinin daha gecmeden sizin hizmetiyle fibere gectiginizi reklam yaptiginizi biliyoruz bize gercekleri neden yansitmadiginiz merakda etmiyor degilim sirketinizin turkcell fiber alt yapisini kullan hakkin anlastiginizi neden milletten sakladiginizi sizinmis gibi reklam yaptiginizi milleti kardirarak kadar dolandiracaginizi merak ediyorum
10436,gerek yok savcilik tuketici mahkemesi cozecek zaten olayi
10437,benim tahminim iphone klasik trendini devam ettirip uretecektir
10438,cektirmis oldugunuz izdirap yeter artik ben sikayet etmekten biktimmmmmmmmm siz hala umursamiyorsunuz nasil anlayistir artik alt yapimidir ust yapimidir telefon kutusumudur nedir ise isinizi yapin
10439,sizler varsiniz diye izliyorum teknosa pahali kolay gelsin
10440,"""turkcellden başka mesaj atanım yok ya"" diyenler, olm az susun. turkcell gene düşünceli, avea nerdeyse hiç atmıyo. yalnızlıktan ölücem."
10441,bebek arabamiz bizim kurtaricimizdi oglum yasina geldi hala vazgecilmezimiz biz cift yonlu bebek arabasini tercih ettik hava sartlarina ruzgarin yonune gore arabamizin yonunu degistiriyoruz oglum yaramaz bebek saglam nokta emniyet kemeri sayesinde onu guvenle tasiyorum ayrica kademeli yatabilen sirt destegi arabasinda rahatca uyuyor bizim buralar yokus oldugu icin fren sisteminin olmasi isime yaradi sepeti sayesinde pazar alisverisimi bile oglumla yapip aldiklarimi tasiyabilmemde cabasi oglum uyurken komple tuluyle ustunu kapatiyorum rahatca bende dolasiyorum acik havada oda mutlu oluyor bende hafif kolay surulebilen bebek arabamizla yorulmadan islerimi halledebiliyorum yildir memenuniyetle kullandik herkese tavsiye ederim artilari saymakla bitmez cocuklarimizin rahati mutlulugu icin yeterki onlar hep gulumsesin
10442,alt yapi para etmez karabuk
10443,nurullah zengin sen telefonunu degistir sorun telefonunda
10444,hahahhaha turk telekom harbi buyuk komedyensin fiber gucu kardes daha mahalleye tane direk dikip yalin internet vermiyorsun anca reklam
10445,siz neden araypta bana ulasamayanlari parayla bize satmaya calisiyorsunuz diger operatorler bedava veriyor
10446,merhaba hangi hizmetimiz icin telefon internet cep telefonu bilgi almak istediginizi belirtebilir misiniz
10447,reklami yapmayin musterilerimizi nasil kqndiriyoruz onu aciklayin insan ayirimi yapan sirket
10448,reklamlara inanip sakin gelmeyin telekom pisman olursunuz hizmet kalitesi sifir internet yavas bunu kabul etmiyorlar
10449,dunyayi gezin dolasin bucuk diye sey yok g var bunu icad eden adam bile hayret ediyordur butun illeri ulkeler kulaniyor sinif ulkeler kulaniyor bizim yilinda kulanmamiz gerekirken yil gecikmeli oldugu icin bucuk yapip bize iteliyorlar bizde enayiyiz arkadaslar dir farki yok kendinizi kandirmayin ulkemizde daha bile duzgun calismazken hic sey beklemeyin ulkemizin yerinde sebekeler bile cekmiyor sehir merkezinde oturuyorum sokakta daha turk telekomun alt yapisi yok defa basvuru yaptim gelenn giden yok bilgisayarim var ama internetim yok alt yapi yetersiz bende pes oynuyorum yani bunlara inanip paranizi milyarlik telefonlara harcamayin yaziktir
10450,turk telekom zaten iletmistim cozum yok iptal ettirdim uyeligimi tesekkurler
10451,off ali ya sbh sbh ne güldürdün :d art ık facebooktanda turkcell ile ilişkisi war yaparsın sen :d
10452,cihaz modemi lte cat megabit destekliyor tarifem premium megabit hiz olanindan ama gectigini gormedim istanbulun bircok yerinde test ettim malum tablo yukarida bakalim yarin birsey degisecekmi cevap zannetmiyorum
10453,olur olur ara aliriz
10454,yalova turk telekom altyapi carsida cop emniyetin arkasinda tutmain ping dusuk
10455,sebeke cekmiyor internet yok yok bide ronaldo oynatiyor sunuz reklamda keske birlesmeyip avea kalsaydiniz
10456,elinizdeki mikrofon calismiyor haberiniz olsun cihazin kendi mikrofonundan geliyor ses
10457,merhaba konuyla ilgili bilgi almak icin teknoasist merkezi iletisime gecebilirsiniz ilginize tesekkur ederiz
10458,alacaksaniz teknosadan almayin hepsi arizali urunler ondan ucuz elinizde kalir
10459,denemede yaptim
10460,beyaz ayakkabi yazili forma kirmizi corap beyaz sort
10461,"ki çöpçüde de karısında da turkcell kampanyalı telefonlar var. 100 kişiden 1'ini bile etkilese yeter. güzel taktik, ince reklam."
10462,yaa internet actircaz ama kimse gelmiyoo bak vodafona gitcem yoksa
10463,ne isime yaradi :) zaten  gunde 167 sms gibi bir sacmalik yapiyor !
10464,faturasiz hatlar icin giga yok
10465,ilk cikan internet gibi ayni devamli reklam donup milleti kanirmaktan baska hicbirsey yapmiyorlar yapamiyorlar laf var icraat yok
10466,arkadaki insanlar canli yayin gormediler
10467,siz ilk once elemnalariniza nasil calisilacagini ogretseniz daha mantikli olur
10468,merhaba konu ilgili canli destek hattimizdan detayli bilgi alabilirsiniz canli destek hattimiza ulasmak icin adresine tiklayabilirsiniz iyi gunler dileriz
10469,bulundugumuz bolgede telefon cekmiyor diye kayit biraktir siyaketiniz alinmistir gerekli islem yapilacaktir denildi hala telefon cekmiyor oldu
10470,nokia amiral gemisi gelecek
10471,"2011'de en çok hangi marka reklam verdi?    ilk 3 aynı sektor 1-turkcell, 2-vodafone, 3- turktelekom"
10472,turkcell kendini aşmış
10473,harika
10474,paralari ronaldo yatiracaginiza altyapiya yatirim yapin biraz insan somuruculeri tez zamanda batarsiniz insallah
10475,merhaba konu ilgili arayarak gsmobile musteri hizmetleri iletisime gecebilirsiniz
10476,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
10477,turk telekoma yeni gectim dinden
10478,abi telefon incelemesi geldi abi
10479,merhaba inceleme yapabilmemiz icin detaylari paylasabilir misiniz
10480,bit pazarindan telefon alin bunlarin gina soluna guvenmeyin
10481,idaanin numarali adami hergun blokk maci veriyor hergun milyarlar kazandiriyor kesin takip edin sizlerde kurtulun
10482,merhaba konu ilgili capcanli destek hattimizdan detayli bilgi alabilirsiniz capcanli destek hattimiza ulasmak icin adresine tiklayabilirsiniz iyi gunler dileriz
10483,hayallerrr paris gercekler
10484,super oldu
10485,türkcell'den olay gibi bir kampanya.  hattınızı bize geçiriyorsunuz bizde sizeeeee :d:d:d:d:d:d:d:d:d:d:d:d:d:d
10486,adil kota adi altina sokup birde piskince limitsiz diyorsunuz yatacak yeriniz yok
10487,turk telekoma gecti geceli surekli baglanti problemi yasiyorum videolari aciyor sayfayi aciyor boyle sey olabilir vodafone boyle sikinti yoktu kesinlikle
10488,ona sampiyonluk macinda tane atinca pesi brakip kacti toprlnmdi gunden sonra
10489,hahaha kanka turkcell bu 4 ceker :d
10490,"mms altyapisini zaten kurmustu, otobana benzetmem tasima cap. yuksek diye. superonline ile fiberlerde kendinin. ek maliyet 0."
10491,en sonunda!!! artik burda da turkcell hattim calisiyooorrrr!!! :))
10492,selamunaleykum
10493,immmmm nasil denir allah dediginize inanirim baska dediginize inanmam
10494,kardes bizde ariyoruz bizede ayni hikayeyi anlatiyorlar yatirim plani yok diyorlar nereye yatirim planliyorlar merak konusu
10495,organizasyon gercekten duzensizdi karisikti ayrica mikinin dogum gunu partisi diyip miki mini maskotu getirmemekte gercekten organizasyonu daha zayif kilmisti sadece guzel satis yaptiniz bizimde tek karimiz uygun fiyatli oyuncaklar oldu birde gercekten profesyonellikten uzak kisiler calisilmisti yasindaki kizimi sevdigi icin maskotlar olur diye kilometrelerce yoldan getirdim cevahir avm yemek katinda yemek yerken gorevli arkadaslariniz balon dagitiyorlardi cocuklari davet ediyorlardi kizim onlara dogru elini uzatti balonlari gordugunde her cocuk gibi ama arkadasiniz kendince kucuk gordugu icin ciddiye bile almayip onunden gecti gitti madem cocuk etkinligi cocuk yasinda cocuktur yasinda neye gore ayrim yapiliyor bundan sonraki organizasyonlarinizda cocuklari daha ciddiye alan daha bilgili ekiple calismanizi umud ediyorum
10496,adil kullanim kotasi fiberlesin d
10497,"ben güvenli internet hizmetinden faydalanmak için superonline yetkililerini aradım,  onlar ise müracatı kurumunuz yapmalı"
10498,benim demek istedigim buydu zaten kapsama alani disinda kaliyoruz turk telekom kullanarak taahhut bitiyor insallah
10499,hayır turkcell
10500,hergun blog bahisleri veriyor
10501,xxx hattin tarife degisikligi icin hattin sahibi tarafindan bugun civarinda aranmasina ragmen arama yapilmayan hat icin her tahsis etmek icin degisiklik yapilmamistir hattin iptal edilmesi talebine ise telekom mudurlugune yasindaki kisinin yol gitmesi gerektigi soyleniyor islerine geldigi tum islemleri cagri merkezinden yapanlar aboneliklerini sonlandirmamak icin takla attiriyorlar bos yere yilda oduyoruz kisa zamanda hattin kapatilmasini saglayip yillik esaretten kurtulacagiz tum abonelerinin hatlarini kapatmasi dilegiyle
10502,reklama para vereceginiz parayi hizmete dokseniz millet daha memnun olur internet cekmiyor
10503,"size bir sorum var. turkcell'liler, avea'lılar diye neden ayırıyoruz, zira tdk farklı bir görüş söylüyor."
10504,bugünki kadar üzülmemistim ben daha:( türkcell konserinin sayfasi almanyaya resmen kapaliydi!!! :(((((tekrari varmi konserin?
10505,lan bukadar adam sikayetci seninmi internetin hizli internet internet degilki
10506,sen vodafone gibi anı yaşarken ben seni turkcell gibi her yerde çekemem..ahahah iyiymiş :)
10507,lan linkiniz bile calismiyor daha
10508,gelen olursa interneti burdan birbirimizi bilgilendirilim arkadaslar
10509,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
10510,hayat paylaşınca güzel  :)
10511,ronaldo parayi goturdu desene
10512,bu milleti kimsenin somurmeye hakki yok kalitesiz urun piyasa surup kaliteli urun fiyatina satan boyle firmalari istemiyoruz
10513,buyuk diyon buyuk bursa yok nasil oluyor
10514,#turkcell adinda bir telefon operatoru var.deli dumrul dan besbin beter.para carpmanin adi #turkcell olmus.eline ver kolunu kurtaramiyorsun
10515,reklam super bende takdir aldik
10516,fiberi birakin yilinda istanbulda altyapi saglanmayip aydir internet siz birakilan evi nasil acikliyorsunuz caga turkiye istanbul boyle biseyi nasil yakistiriyorsunuz
10517,yaslanmisim
10518,adanali ronaldodur
10519,simdi ben olayin sinden sinden gectim sehir merkezinde evin icerisinde gorusme yapilamiyor yuzden once zahmet alt alt yapi calismalarini tamamlayip sonra serisini tamamlarsiniz
10520,hayatiniz yalan fiber her yerde yok ken cepte fiber nasil sacma tabir
10521,selam turktelekom ben numarami tasidim hediye verildi bana nede internet paketi burda daha cekmiyor nasil cekecek okadar dediniz gelin turktelekoma geldik hayir goremedik insan hediye gonderir hosgeldin paketi verdiler nede hediye inasanlari kandirmayin
10522,merhaba ilgilendiginiz urun kargo hakkindaki tum sorularinizi ilgili urunu satan saticiya sorabilirsiniz saticiya ulasmak icin lutfen ilgilendiginiz urun sayfasinda bulunan soru sor butonunu kullaniniz
10523,fiat soylermisiniz
10524,ne guzel esiyo
10525,cl yagmur jackson insanlari dis gorunusuyle yargilama
10526,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
10527,turk telekom gorusmedigim musteri temsilcisi gorusmedigim bolge mudurlugu kalmadi kac kere dilekce verdigimi ben unutum ama hala izmirin gobeginde oturmama ragmen senedir alt yapiyi getiremdiniz lutfen gerekeni yapiniz fiber fiber diye dunya kadar reklam yapacaginiza sehrin gobeginde alt yapisiz olan yerleri once cozun aramaya tenezzul edersiniz arayin zahmet
10528,lg televizyon fiyatlari kadar acaba
10529,iste
10530,daha telefonum uyumlu onu sorgulama yapiyorum cevap verilmiyor
10531,"büyük ihtimalle hattımda problem var, mesaj atmayı geçtim seni arayamıyorum bile haberin olsun. yarın bi turkcell'e gidicm yine."
10532,turkcell fiyattan ote cok uzun zamanda yapiyor herhangi bir yere verin 50 lira tutmaz ama biri bozulunca butun tuslar degisebiliyo
10533,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
10534,neden turkcelliler twitteri cepten kullanamıyorlaaarr :(
10535,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
10536,turkcell daha hizli olacak
10537,ayni dert bizdede var cerkezkoy tekirdag yansokak fiber karsi sokak yok
10538,bu telekom hikaye fiber fiber diye reklam yapiyorlar daha turkiyenin buyuk bolumunde fiberin fsi yok oturdugum yer sehrin ici fazla verebiliriz diyorlar hat koparmis aksi takdirde komedi
10539,izmirin gobeginde erzene mah cekmiyor fiber diyonuz telefon cekmiyor diyorum
10540,hadi lan ordan gundur internet yawas
10541,bize ulasan talebinizle ilgili kisa surede sizinle iletisime gececegiz
10542,huawei oluyor
10543,sanliurfa masuk tokilerde ikamet ediyorum gecen hafta genel mudurun yanina ciktik odenek olmadigi icin hat doseyemiyoruz oturdugunuz yere dedi ronaldoya para yedirceginize hat doseyin buyuk sehirde internetsiz oturuyoruz
10544,arkadas internet faturasi veriyorum fakat kbs indirme yapiyor sizin yapacaginiz internete superonline gecis yapacagim
10545,seheryeli1 ben
10546,bide olsa tadindan yenmez olacak ama yok
10547,fiyati iyi kullanisli
10548,seftali karadut incir mmm
10549,xxxxxxxx nolu avea hattima indirim uygulamak icin aradilar xxxxxxx nolu avea hattima indirim uygulanmadi yillarca abonesi oldugum avea boyle ayricalik yapti musteri hizmetleri yardimci olmadi hattimida baska operatore tasidim telefonumu internetimide kapattiracagim ilgisizlikten dolayi telekomu protesto ediyorum her sey reklamlardaki gibi olmuyormus tarafiniza bildiririm yillik telekoma odedigim para ytl bundan sonra parayi musteri hizmetleri odesin size buradan ozel mesaj cektim ona bile cevap verilmedi turktelekoma gelin biz sizi geldiginize pisman edelim diye reklamlariniz olursa daha isabetli olur
10550,ben hala cevap bekliyorum kimse ilgilenmedi
10551,turk telekoma gecmeyi dusununlerin dikkatine sariyer subenize defa gidip defa olmus babamin hattini iptal icin dilekce verdigim halde tum belgeler tam hat hala calisiyor call centerdan surekli telefon aliyoruz parayi odememiz gerektigine dair vefat etmis olan yakinima hassasiyet gostermemenizi gectim yasal olarak verdigim dilekceyi defa kabul etmeyerek olmus insanin kullan madigi hatta fatura kesmeye devam ediyorsunuz call center sube sorumluluk aliyor ikisi birbirine yonlendiriyor hicbir sey icin tesekkur ederim facebookta boyle seyler paylasacak insanlardan olacagimi dusunmezdim ama musteri memnuniyetine vermediginiz degeri insanlar gorsun istedim saygilar
